NOM_ETABL,NbreAnnexe,Adresse,Ville,TEL_ETAB,FAX_ETAB,email,Région,Province,Commune
GROUPE SCOLAIRE LES MeRINIDES,0,9 rue laarache hay salam cil casablanca,CASABLANCA,0522368620,,lesmerinides@hotmmail.com,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
s/s essUondos,0,60 Ain jamaa oulad abbou,ouled abbou ,0523710655,,ESSOUNDOS@yahoo.fr,Chaouia - Ourdigha,Berrechid,Ouled Abbou (M)
ECOLE CHEMIN DU SAVOIR,0,OUJAH AAROUS N°4237,meknes,0535533979,,,Meknès - Tafilalet,Meknes,Al Ismailia (M)
anass,0,,meknes,,,ana@yahoo.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
abou haytam,0,,meknes,,,abh@yahoo.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
big school,0,n 14 ZENKAT MOHAMED IBN HASSAN OUZZANI (BMO),meknes,0535525215,,bigschool@hotmail.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
arreda,0,"n39 lot al inbiat1,route agouray",meknes,0663725463,0535467204,sen@yahoo.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
safwat albaraim,0,SECTEUR c RUE 10 N 5 AL BASSATINE,meknes,0535503773,,AINBAYDA@yahoo.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
al inara,0,lotissement al inara,errachidia,0355790938,,alinaraprv@gmail.com,Meknès - Tafilalet,Errachidia,Errachidia (M)
groupe scolaire panorama,0,,CASABLANCA,0522729415,0522729414,groupe.scolaire.panorama@gmail.com,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
ALBAIDA JUNIORS,0,LOT AL AMAL N° 36 AL QODS SIDI BERNOUSSI,CASABLANCA,0522730078,0522730106,Gs.ALBAIDAJUNIOR@HOTMAIL.FR,Grand Casablanca,Sidi Bernoussi,Sidi Bernoussi (AR)
imam el mehdi,0,HAY AL QODS LOT:MENZAH RUE:1 N°12 SIDI BERNOUSSI,CASABLANCA,0522766829,,institu.imamehdi@hotmail.com,Grand Casablanca,Sidi Bernoussi,Sidi Bernoussi (AR)
al borhane,0,,sidi rahal chatii,,,test3@yahoo.fr,Chaouia - Ourdigha,Berrechid,Sidi Rahal Chatai (M)
s/s harachi,1,,el gara,0526700456,,test4@yahoo.fr,Chaouia - Ourdigha,Berrechid,El Gara (M)
la liberte,0,,berrechid,,,test5@yahoo.fr,Chaouia - Ourdigha,Berrechid,Berrechid (M)
nour rissala,0,dahra km 4 municipalite khenifra,khenifra,,,nourrissala@yahoo.fr,Meknès - Tafilalet,Khenifra,Khenifra (M)
LA VALLEE 1,0,operation lissasfa E/7 49,CASABLANCA,0522911625,0522911625,groupescolairelavallee@yahoo.fr,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
GROUPE SCOLAIRE BAB EL FERDAOUSSE,0,rIS ELFIRDAUSSE BD OUM RABII,CASABLANCA,0522895342,,BAB_FERDAOUSSE@LIVE.FR,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
chems al airfane,0,BD ABOU HANIFA HAY AL WAHDA I,laayoune,0528894073,,afalkhal@hotmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
groupement scolaire moyen atlas,0,VILLA 56 _ 58EL MANSOUR,meknes,0661061210,,gsma@yahoo.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
aNNEXE OUM ESSAAD 2,2,bv zerktouni n°224 hay mly rachid1,LAAYOUNE,0528894029,,oumessaad-annexe@hotmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
groupe al makrizi,0,angle bd. med vi et hay al andalous ,temara,0537644735,0537644736,almakrizi@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
madaris azur,0,68 lot khlid,sidi yahya zaer,0537619495,,madarisazur@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Sidi Yahya Zaer
groupe scolaire elakhawain,0,,sidi yahya zaer ,0667709054,,akhawaingp@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Sidi Yahya Zaer
etablissement janah,0,61.COOPERATIVE FATH ABOU REGRAG TEMARA,temara,0537740869,,janah06@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
FADAA ALMAARIFA,0,,CASABLANCA,0522231389,,FADAAMAARIFA@gmail.com,Grand Casablanca,Casablanca Anfa,El Maarif (AR)
LOUIS BERTRAND,0,80 rue des Papillons OASIS,CASABLANCA,0522996996,0522981146,gslb@menara.ma,Grand Casablanca,Casablanca Anfa,El Maarif (AR)
MALAKIDS,0,"1, angle boulevard idriss slaoui et rue al madiaque, casablanca",CASABLANCA,0522940413,0522940423,ben-abdeljelil@menara.ma,Grand Casablanca,Casablanca Anfa,Anfa (AR)
ecole assedq,0,,tanger,0539315050,0539315050,ecoleassedq2009@hotmail.fr,Tanger - Tetouan,Tanger Assilah,Bni Makada (AR)
roosevelt,0,"Hay Al Woroud, N 1, Jamaa Makraa",tanger,0539374208,0539374208,roosevelt.school@live.fr,Tanger - Tetouan,Tanger Assilah,Charf_Souani (AR)
espace ennajah,0,,safi,0524667488,,fadaa.ennajah@menara.ma,Doukala - Abda,Safi,Asfi (M)
groupe scolaire achbal azzohour prive 1,0,hay al matar imtidad,safi,0524652022,0524652009,achbal.azzohour@menara.ma,Doukala - Abda,Safi,Asfi (M)
sofia school,0,22 RUE ELKENDY V.N SAFI,safi,0524610116,,sofiaschoolsafi@gmail.com,Doukala - Abda,Safi,Asfi (M)
groupe scolaire benomar,0,,safi,0524669836,,groupe.scolaire.benomar@menara.ma,Doukala - Abda,Safi,Asfi (M)
tifawine privée,0,n 3 rue 8 lot kaouki safi,safi,0524651492,,siman_1971@hotmail.com,Doukala - Abda,Safi,Asfi (M)
groupe scolaire jamali,0,,jamaat shaim,0524642627,0524642629,gsjleschampions@gmail.com,Doukala - Abda,Safi,Jamaat Shain (M)
achorouk,0,quartier administratif,sebt gzoula,0527949291,,achorouk_sebt@menara.ma,Doukala - Abda,Safi,Sebt Gzoula (M)
LE GENIE ADORABLE,0,BD MOLY ALI CHRIF RUE 723 TARRAST ,inezgane,0699327663,,legenieadorable@yahoo.com,Sous - Massa - Draa,Inzegane Ait Melloul,Inezgane (M)
caleche d or,0,rue 16 secteur a n°144 bassatine,meknes,0665339482,,,Meknès - Tafilalet,Meknes,Al Ismailia (M)
G.S NOUR AL QODS,0,ALIM 6 N°557 EL BASSATINE MEKNES,MEKNES,0535504671,,GROUPESCOLAIRE-nour-alqods@hotmail.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
 hanai,0,socoma 1 N° 1482,marrakech,0524395487,,hanaiahmed@yahoo.fr,Marrakech - Tensift - Al Haouz,Marrakech,Ménara (AR)
tissafi,0,douar jamaa,marrakech,,,hgkj@yahoo.fr,Marrakech - Tensift - Al Haouz,Marrakech,Saada
ibn ghazi qualifiant,0,,rabat,0537711133,0537711133,ibnghaziq@gmail.com,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
groupe scolaire les premiers privée,0,villa32 lot samis triki ville nouvelle,safi,0524625353,0524625353,groupescolairelespremiers@gmail.com,Doukala - Abda,Safi,Asfi (M)
groupe scolaire essoufi,0,,safi,,,safi@yahoo.fr,Doukala - Abda,Safi,Sebt Gzoula (M)
anexe g s alaahd aljadide,0,34 QARTIER AL BAHJA gzoula,gzoula,0677799869,,alaahdaljadide@gmail.com,Doukala - Abda,Safi,Sebt Gzoula (M)
attalaie,0,,midar,0668576660,,attalaie@hotmail.com,l'Oriental,Driouch,Midar (M)
ECOLE ESPACE ALHADI,0,bloc 2 n42 l aviation,SAFI,0527387249,,ESPACEALHADI@GMAIL.COM,Doukala - Abda,Safi,Asfi (M)
annexe au present maternelle,0,15 rue abdelwahed marrakchi,rabat,0537734118,,aupresent2003@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
NAJAH ALBARAIM,0,DERB MY ALI   BNI MHAMMED,MEKNES,0535454110,,NA@YAHOO.FR,Meknès - Tafilalet,Meknes,Al Ismailia (M)
GROUPE SCOLAIRE atbir EL idrissi,0,3HF HAY NAHDA LAMHAMID ,marrakech,0524371837,,CES_ATBIR@yahoo.fr,Marrakech - Tensift - Al Haouz,Marrakech,Ménara (AR)
marhaba atfal,0,1298 Ismailiya,kenitra,0537357721,,marhaba.enfants@yahoo.fr,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
aladin,0,avenue antar 24,kenitra,053736236,,bastoufmustapha@yahoo.fr,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
mon chou,0,,kenitra,0537378172,,bastoufmustapha@yahoo.fr,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
alboudour,0,,kenitra,,,bastoufmustapha@yahoo.fr,Gharb - Chrarda - Beni Hssen,Kenitra,Mehdya (M)
rihab elwazzani,0,9 RUE KENIDI VILLE NOUVELLE,safi,0524623904,,sphnx209@hotmail.com,Doukala - Abda,Safi,Asfi (M)
mon petit paradis,0,,kenitra,066384é464,,BASTOUFMUSTAPHA@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
rayhana school,0,,kenitra,0678335494,,BASTOUFMUSTAPHA@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
gauss junior,0,"5, rue yaakoub mansour",kenitra,0537372939,,BASTOUFMUSTAPHA@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
le sentier,0,,kenitra,,,BASTOUFMUSTAPHA@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
STEP SCHOOL,0,225 secteur b oulad oujih,kenitra,0537354524,,tarraftimohammed@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
les mandarins,0,,kenitra,0537377921,,BASTOUFMUSTAPHA@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
jean dalembert,0,5.rue ibn rochd,kenitra,0537373522,0537365489,anglecom20@YAHOO.FR,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
 REFERENCE anassys ,0,hay essalam bloc g n 16 sidi slimane,sidi slimane,0537504455,,anassys16@yahoo.com,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Slimane (M)
al masslik,0,,hay hassani casablanca,0522944803,0522944802,almassalik@gmail.com,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
hassanain,0,rahrah,tanger,0539318809,,kasmisalhi.sa@menara.ma,Tanger - Tetouan,Tanger Assilah,Tanger_Medina (AR)
AL MOBADARA QUALIFIANT,1,6 al amal 6 hay al fath,rabat,0537290003,0537799595,gsp.almoubadara@gmail.com,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
baraim zahoua,0,LOT ZAHOUA N°305,meknes,0664582138,,belmouad14@hotmail.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
MADARISS AL MAARIFA,0,1648 lot.almaghrib el jadid,LARACHE,0539520020,0539520020,CHAIBI_AMINA@YAHOO.FR,Tanger - Tetouan,Larache,Larache (M)
el boughaz,0,hay beni weriaghel,tanger,0539316277,,boughz@live.fr,Tanger - Tetouan,Tanger Assilah,Bni Makada (AR)
al hadifa,0,38 rue moujahidine - tanger,TANGER,059936543,0539333318,ALHADIFA@menara.ma,Tanger - Tetouan,Tanger Assilah,Tanger_Medina (AR)
ALKHOZAIMI,0,,TAHANAOUT,,,ALKHOZAIMI@YAHOO.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Tahannaount
ALHODA,0,,AIT OURIR,,,ALHODA@GMAIL.COM,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
NOUR,0,,AIT OURIR,,,NOUR@YAHOO.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
AZHAR,0,,AIT OURIR,,,AZHAR@HOTMAIL.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
BARAIM,0,,AIT OURIR,,,BARAIM@YAHOO.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
SABIL,0,,AIT OURIR,,,SABIL@YAHOO.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
BALABIL SALAM,0,,AIT OURIR,,,BALABILSALAM@YAHOO.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
MOHAMADI,0,,AIT OURIR,,,MOHAMADI@YAHOO.FR,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
achbal,0,,AIT OURIR,,,achbal@gmail.com,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
istiqama,0,,AIT OURIR,,,istiqama@yahoo.fr,Marrakech - Tensift - Al Haouz,Al Haouz,Ait Ourir (M)
najah,0,,lalla takerkoust,,,najah@yahoo.fr,Marrakech - Tensift - Al Haouz,Al Haouz,Lalla Takarkoust
bahcine,0,,lalla takerkoust,,,bahcine@hotmail.com,Marrakech - Tensift - Al Haouz,Al Haouz,Lalla Takarkoust
baraa,0,,amezmiz,,,baraa@yahoo.fr,Marrakech - Tensift - Al Haouz,Al Haouz,Amizmiz
amine,0,,amezmiz,,,aminepresco@gmail.com,Marrakech - Tensift - Al Haouz,Al Haouz,Amizmiz
sanabil,0,,amezmiz,,,sanabil@yahoo.fr,Marrakech - Tensift - Al Haouz,Al Haouz,Amizmiz
manar,0,,tahanaout,,,manarprescol@yahoo.fr,Marrakech - Tensift - Al Haouz,Al Haouz,Tahannaount
cherkaoui,0,,kenitra,0537363835,,bastoufmustapha@yahoo.fr,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
institut adam prive,0,,sale,0537533533,0537533533,instituadam@gmail.com,Rabat - Salé - Zemmour - Zaer,Salé,Hssaine (AR)
amina bent wahb,0,amina bent wahb,tantan,0612001453,,,Guelmim - Es-smara,Tantan,Tan Tan (M)
ajyalona,0,bloc  k  n° 13 hay sahara tantan,tantan,0612188437,,,Guelmim - Es-smara,Tantan,Tan Tan (M)
fondation,0,,marrakech,,,fdgf@yahoo.fr,Marrakech - Tensift - Al Haouz,Marrakech,Ménara (AR)
fadaa al maârifa,0,av mokhtar ssoussi n°19,guelmim,0662427142,,brahim_elotmani@hotmail.com,Guelmim - Es-smara,Guelmim,Guelmim (M)
al anwar,0,hay al amal 1 rue mohamed baamrani,bouizekarne,0661689489,,project_2006@hotmail.com,Guelmim - Es-smara,Guelmim,Bouizakarne (M)
charif,0,av ibn sina hay tairt,guelmim,0615527578,,charif@yahoo.fr,Guelmim - Es-smara,Guelmim,Guelmim (M)
balbil al imane,0,av el mahdi ibn toumert,guelmim,0662023926,,ibaguelmim@hotmail.com,Guelmim - Es-smara,Guelmim,Guelmim (M)
al oumnia,0,rue moulay youssef n°237,GUELMIM,0667929390,,jmaa-wd@hotmail.com,Guelmim - Es-smara,Guelmim,Guelmim (M)
anour,0,av el massira rue1 n°19,guelmim,0672675353,,ahllam_amani_08@hotmail.com,Guelmim - Es-smara,Guelmim,Guelmim (M)
al kalam attarbawia,0,hay al amal n°1,bouizekarne,0671833332,,tika_karmila@live.fr,Guelmim - Es-smara,Guelmim,Bouizakarne (M)
hakima,0,hay essaadiine 2 rue 11,guelmim,0528872485,,boufa_82@yahoo.fr,Guelmim - Es-smara,Guelmim,Guelmim (M)
min wahi lkalam,0,hay al amal n°1,bouizekarne,0667186703,,jamila_09@yahoo.fr,Guelmim - Es-smara,Guelmim,Bouizakarne (M)
ataalam,0,rue 4 n°23 hay el massira2,guelmim,0527775585,,ataalam@hotmail.fr,Guelmim - Es-smara,Guelmim,Guelmim (M)
sindibad,0,residence sahara 79,guelmim,0661680612,,sindibad.prescolaire@hotmail.fr,Guelmim - Es-smara,Guelmim,Guelmim (M)
l heritage,0,"lotissement ait azizou, lot n° 6 lamhaita",taroudant,0528851355,0528851355,souadsour@yahoo.fr,Sous - Massa - Draa,Taroudant,Taroudant (M)
taleb katiri,0,ROUTE AIN LAASSID BLOC3 n°29,ouled berhil,0674003545,,HICHAMOHAMIDO@yahoo.FR,Sous - Massa - Draa,Taroudant,Ouled Berhil (M)
yakin privee,0,rue alwafa - hay cherarda,ouled teima,0613949774,,email@prov.com,Sous - Massa - Draa,Taroudant,Ouled Teima (M)
wahat allotf,0,,sebt elgurdane,0528540205,,email@prov.com,Sous - Massa - Draa,Taroudant,El Guerdane (M)
AL QABAS,0,QUARTIER ENNASR ;83 AFOURER,AFOURER,0523441315,,etbalqabas1@gmail.com,Tadla - Azilal,Azilal,Afourar
ALHIKMA,0,,FNIDEQ,0539675305,0539675305,ALHIKMA@GMAIL.COM,Tanger - Tetouan,M'diq Fnidaq,Fnidq (M)
CHOUROUK 4,0,roustane 155 el hajeb,EL HAJEB,0656700004,,HLIMI@YAHOO.FR,Meknès - Tafilalet,El Hajeb,El Hajeb (M)
SIDI BOUZID,0,,AKLIM,,,ouirini.mouhsine@gmail.com,l'Oriental,Berkane,Aklim (M)
kalb al hikma 2,0,,Agadir,0528320107,0528320121,instHiba@gmail.com,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
Institution attamayouz,0,,agadir,0528232300,0528228228,inst.attamayouz@gmail.com,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
institution essakhi 2,0,,Tikiouine,0528288232,,instessaki@gmail.com,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
institution paul signac,0,"av ghandi,N°42 Dakhla",agadir,0528212020,0528212020,ecolepaulsignac@gmail.com,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
annexe ecole sabra,0,,laayoune,0528992037,,sabra-educ@hotmail.fr,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
MALAK,0,,Taza,0535674295,,Malak@gmail.com,Taza  - Al Hoceima - Taounate,Taza,Taza (M)
groupe scolaire charif al idrissi,0,,azilal,0523459591,0523459591,gs.charif.alidrissi@gmail.com,Tadla - Azilal,Azilal,Azilal (M)
ecole charaf al adarissa,0,bd sebta n°7 anfa,mohammedia,0523323591,0523323591,charafaladarissa@yahoo.fr,Grand Casablanca,Mohammadia,Mohammadia (M)
annexe alkairaouane,0,,LAAYOUNE,0528995184,,BELQAS@YAHOO.FR,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
annexe ecole dar al qalam,0,,laayoune,0528894650,,daralqalam@yahoo.fr,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
groupe scolaire pyramis,0,,laayoune,0528992553,,pyramis.info@gmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
Ecole al yarmouk,0,,laayoune,0527811311,,alyarmouk2009@gmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
annexe ecole al youssi,0,,laayoune,0528990520,,youssi@gmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
annexe ecole errazi,0,,laayoune,0528995080,,errazi@yahoo.fr,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
el anka,0,,el ouatia,0677800787,,sousou-kita@hotmail.com,Guelmim - Es-smara,Tantan,El Ouatia (M)
ouahia school,0,lot KIOUANE 2 av.med 5 dcheira,inezgane ait melloul,0528332010,,ideleg@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Dcheira El Jihadia (M)
MERYEM,0,,INEZGANE,,,ideleg@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Inezgane (M)
KHAWLA,0,lot. argana n° E/10 ROUT DE TIZNIT,AIT MELLOUL,0528249090,,ideleg@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Ait Melloul (M)
ECHATAEL,0,63 SOUSS ALALIMA,AIT MELLOUL,,,ideleg@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Ait Melloul (M)
KONOUZ ALMAARIFA,0,,INEZGANE,,,ideleg@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Inezgane (M)
LES NOMBRES premiers,0,,INEZGANE,,,ideleg@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Inezgane (M)
etablissement al maarifa,0,,bouarfa,,,ETBLISSEMENTALMAARIFA@YAHOO.FR,l'Oriental,Figuig,Bouarfa (M)
EL KAWTAR,0,lot bouyablane,RIBAT EL KHEIR,0666730660,,marina_0001@hotmail.fr,Fès - Boulmane,Sefrou,Ribate El Kheir (M)
Groupe scolaire benjelloun,0,lotissement at hadika residence chella sidi moumen,casablanca,0522713371,,benjelloun1955@hoymail.fr,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
lunivers de lexcelence,0,,khenifra,0673745631,,univers@yahoo.fr,Meknès - Tafilalet,Khenifra,Khenifra (M)
nazek el malaika,0,,ribat el kheir,0664384778,0664384778,nazekelmalaika@yahoo.fr,Fès - Boulmane,Sefrou,Ribate El Kheir (M)
MALAK,0,129 bloc 3 errachad,SEFROU,0535969203,,MALAK_sefrou2010@hotmail.com,Fès - Boulmane,Sefrou,Sefrou (M)
hani,0,,Casablanca,,,hani@yahoo.fr,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
groupe scolaire intilaka,0,azhar b2716 SIDI BERNOUSSI,casablanca,0522757109,0522757109,jirani-mustapha@hotmail.com,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
ecoles almilad,0,113-115 Hay Douma groupe 5 rue 8 Sidi Moumen,casablanca,0522703350,0522700547,contact@almilad.net,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
dar al hikma montazah,0,eac 10 sidi mOuMEN Tacharouk,casablanca,0546235695,,darhikma@yahoo.fr,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
eCOLE mANBAa al mAARIFA privee,0,hay chabab n/151 zemmra,ZEMAMRA,050523346268,,abdelalihessane@hotmail.com,Doukala - Abda,Sidi bennour,Zmamra (M)
benzakri2,0,,sidi bennour,,,benzakri@yahoo.fr,Doukala - Abda,Sidi bennour,Sidi Bennour (M)
ecole al kustasse,0,hay lwahda 1 lot 1500 avenue al haramayne num 6,laayoune,0528894605,,al-kistasse.2010@hotmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
annexe institution al fadilia,0,,laayoune,0528995198,,fallo@hotmail.fr,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
al kalima attaiba,0,lottissement essalam 319 V ELJADIDA,el jadida,023340117,,alkalima-attaibah @hotmail.fr,Doukala - Abda,El Jadida,El Jadida (M)
ECOLE TAZOTA,0,lot   im 51 essalam   ,EL JADIDA,0523391898,0523391898,tazotaschool@menara.ma,Doukala - Abda,El Jadida,El Jadida (M)
safouate al boustane,0,,el jadida,0523370707,,koudia@yahoo.fr,Doukala - Abda,El Jadida,El Jadida (M)
groupe scolaire AL MAHDI,0,,MOULAY ABDELLAH,0672719260,,ALMAHDI@YAHOO.FR,Doukala - Abda,El Jadida,Moulay Abdellah
IHSANE I,0,,EL JADIDA,0523350065,,GS8IHSANE@YAHOO.FR,Doukala - Abda,El Jadida,El Jadida (M)
GROUPE SCOLAIRE ATTIRMIDI,0,,EL JADIDA,0661877902,,ATTIRMIDI@YAHOO.FR,Doukala - Abda,El Jadida,El Jadida (M)
mohamed,0,,chichaoua,0648399713,,mohamedpriv@yahoo.fr,Marrakech - Tensift - Al Haouz,Chichaoua,Sid L'Mokhtar
annexe moad bnou jabal,0,lotissemnt enour groupe c n°48 sidi othmane,casablanca,0522564268,,ibnojabal@yahoo.fr,Grand Casablanca,Moulay R'chid_Sidi Otmane,Sidi Othmane (AR)
Ibnou  Rochd el jadida,0,avenue oued el makhazin,ksar el kebir ,,,Ibnourochd@hotmail.com,Tanger - Tetouan,Larache,Ksar El Kebir (M)
assaâdiine,0,av mohamed v,bouizakarne,0672579891,,babid@yahoo.fr,Guelmim - Es-smara,Guelmim,Bouizakarne (M)
WIAME,0,,DAKHLA,,,WIAMMME@YAHOO.FR,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
LES EXPERTS,0,HAY IFRIQUIA RUE 42 N°6,CASABLANCA,0522594355,0522594355,FRIJBOUK.EXPERTS@GMAIL.COM,Grand Casablanca,Ben Msik,Ben M'sik (AR)
AMANA ALILMIA,0,HAY MOHAMMED BEL LAHCEN EL WAZANI RUE 68,CASABLANCA,0526883199,0,AMANA-3@HOTMAIL.COM,Grand Casablanca,Ben Msik,Ben M'sik (AR)
MANAHIL AL IRFANE,0,,OULED FREJ,,,MANAHIL@YAHOO.FR,Doukala - Abda,El Jadida,Ouled Frej
ALWAFAE,0,,DAKHLA,,,ALWAFAEE@YAHOO.FR,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
ALHOUDA,0,,DAKHLA,,,ALHOUDAAA@YAHOO.FR,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
ALHANANE,0,,DAKHLA,,,ALHANANNEE@YAHOO.FR,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
ALhikma,0,hay kandak aazou - EL MENZEL,el menzel,0668478587,,hikma@yahoo.fr,Fès - Boulmane,Sefrou,El Menzel (M)
LA CITE,0,angle route d azemour et rue n°1 QUARTIER WAKANATI  AIN DIAB ,casablanca,0522944404,0522940468,Ghallabcite@gmail.com,Grand Casablanca,Casablanca Anfa,Anfa (AR)
AL  FIRDAWSSE	,0,hay el mouahidine 01 rue14,GUELMIM,,,SIKKAANE@yahoo.fr,Guelmim - Es-smara,Guelmim,Guelmim (M)
institut henri moissan,0,37 rue tanger hassan,RABAT,0537707778,,elhani.omar@gmail.com,Rabat - Salé - Zemmour - Zaer,Rabat,Hassan (AR)
g.s . assaphir 2,0,,tetouan,0539971616,,null@null.com,Tanger - Tetouan,Tetouan,Tetouan (M)
annexe ecole la sirene doree,0,,laayoune,0528996969,,sireendoree@hotmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
annourain,0,"av ceuta rue a-b n""6-8 mhaneche2 tetouan",tetouan,0539998213,,annourain@gmail.com,Tanger - Tetouan,Tetouan,Tetouan (M)
ajial al oumouma 1,0,av . khalid ibn al oualid ,tetouan,0534260030,,ajialaloumouma@hotmail.fr,Tanger - Tetouan,Tetouan,Tetouan (M)
la vallee dor,0,cité 10 ramadan jorf.inezgane,inezgane,0528330066,0528330066,école.vallée.or@ménara.ma,Sous - Massa - Draa,Inzegane Ait Melloul,Inezgane (M)
el hanane annexe 2,1,,rabat,0537706338,0537200710,elhananeecole@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
nour al irfane,0,cité abi alghizlane afarag-tiznit,tiznit,0668800591,,,Sous - Massa - Draa,Tiznit,Tiznit (M)
qualam al maarifa,0,3 lot lahlou douat rjafellah,rabat,0537691684,,qualam.almaarifa@hotmail.fr,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ecole la colombe blanche,0,,laayoune,0528892663,,deleg.laay.colombeblanche@gmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
ERROQEY,0,pres du marche du gros,ERRACHIDIA,,,INFO@ERROQEY.MA,Meknès - Tafilalet,Errachidia,Errachidia (M)
institut temarta,0,n°44 TALAA 10 TEMARA,temara,0537747661,,lambessamabdellah@hotmail.com,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
