NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
BIR KADOUR centre ,مركزية بئر قدور,DOUAR BIR KADOUR COMMUNE LEQRAQRA,بئر قدور القراقرة,0641993738,Settat,Chaouia - Ourdigha
EL HARCHA CENTRE,مركزية الحرشة,DOUAR EL HARCHA COMMUNE LEQRAQRA,دوار الحرشة لقراقرة,0666830997,Settat,Chaouia - Ourdigha
LEHBACHA BNI KHLOUG centre,مركزية لحباشة بني خلوك,DOUAR OULAD ESSOUBH COMMUNE BNI KHLOUG,دوار اولاد الصبح بني خلوك,0671806511,Settat,Chaouia - Ourdigha
 OULED SALEM centre,مركزية اولاد سالم, OULAD SALEM COMMUNE BNI KHLOUG,اولاد سالم بني خلوك,-  -  -,Settat,Chaouia - Ourdigha
OULAD ATTOU CENTRE,مركزية اولاد عتو,DOUAR OULAD ATTOU COMMUNE BNI KHLOUG,اولاد عتو بني خلوك,0671806549,Settat,Chaouia - Ourdigha
OULAD NJIMA CENTRE,مركزية اولاد نجيمة,DOUAR OULAD NJIMA COMMUNE SIDI BOUMEHDI,اولاد نجيمة سيدي بومهدي,-  -  -,Settat,Chaouia - Ourdigha
LOUKARFA CENTRE,مركزية لوكارفة,DOUAR LOUKARFA,دوار لوكارفة,,Settat,Chaouia - Ourdigha
LAATOUCHA CENTRE,مركزية العطوشة,DOUAR LAATOUCHA COMMUNE SIDI AHMED ELKHADIR,دوار العطوشة سيدي أحمدالخدير,0641993753,Settat,Chaouia - Ourdigha
OULAD SI MOUSSA centre,مركزية اولاد سي موسى,DOUAR OULAD SI MOUSSA COMMUNE SIDI AHMED ELKHADIR,دوار اولاد سي موسى سيدي أحمد الخدير,0671801130,Settat,Chaouia - Ourdigha
DAR ECHAFAI 1 CENTRE,مركزية دار الشافعي1,DOUAR DAR ECHAFAI COMMUNE DAR CHAFAI,دوار دار الشافعي,0641993400,Settat,Chaouia - Ourdigha
EJJDOUDA centre,مركزية الجدودة,DOUAR EJDOUDA COMMUNE DAR CHAFAI,الجدودة دار الشافعي,-  -  -,Settat,Chaouia - Ourdigha
OULAD SI MASSAOUD CENTRE,مركزية اولاد سي مسعود,DOUAR OULAD SI MASSAOUD COMMUNE DAR CHAFAI,اولاد سي مسعود دار الشافعي,0641993777,Settat,Chaouia - Ourdigha
CHLIHATE DAR CHAFII 2 centre,مركزية الشليحات دار الشافعي2,DOUAR CHLIHATE COMMUNE DAR CHAFAI,دوار الشليحات دار الشافعي,-  -  -,Settat,Chaouia - Ourdigha
LEMGHARATE CENTRE,مركزية المغارات,DOUAR LAMGHARATE COMMUNE AIN BLAL,المغارات عين بلال,0671803539,Settat,Chaouia - Ourdigha
OULAD FRAIHA2 CENTRE,مركزية اولاد فريحة2,DOUAR OULAD SI MOHAMED COMMUNE AIN BLAL,دوار اولاد سي محمد عين بلال,0611181724,Settat,Chaouia - Ourdigha
OULAD FRAIHA 1 CENTRE,مركزية اولاد فريحة1, COMMUNE OULAD FRAIHA,جماعة اولاد فريحة,071041249,Settat,Chaouia - Ourdigha
LEQRAQRA BOUCHAKER CENTRE,مركزية لقراقرة بوشاكر,centre LEQRAQRA BOUCHAKER COMMUNE OULAD FRAIHA,مركزلقراقرة بوشاكر جماعة اولاد فريحة,0641993761,Settat,Chaouia - Ourdigha
LEMDADHA centre,مركزية لمدادحة,DOUAR LEMDADHA COMMUNE OULAD FRAIHA,دوار لمدادحة جماعة اولاد فريحة,-  -  -,Settat,Chaouia - Ourdigha
ALI MOUMEN CENTRE,مركزية  علي مومن, ALI MOUMEN COMMUNE AIN NEZZAGH,علي مومن عين نزاغ,0668403292,Settat,Chaouia - Ourdigha
OULAD AZOUZ CENTRE,مركزية اولاد عزوز,DOUAR OULAD AZZOUZ COMMUNE AIN NEZZAGH mzamza,دوار اولاد عزوز جماعة عين نزاغ المزامزة,0641993766,Settat,Chaouia - Ourdigha
OULAD YAHIA CENTRE,مركزية اولاد يحيى,DOUAR OULAD YAHIA,اولاد يحيى,0666941203,Settat,Chaouia - Ourdigha
EL LEBNA MOUALINE LOUAD centre,مركزية اللبنة موالين موالين الواد,DOUAR EL LEBNA COMMUNE mzamza sud,دوار اللبنة جماعة المزامزة الجنوبية,0641993832,Settat,Chaouia - Ourdigha
OULAD EL MAAROUFI CENTRE,مركزيةاولاد المعروفي,DOUAR OULAD EL MAAROUFI COMMUNE TAMADROUST,اولاد المعروفي المحطة تمدروست,0641993770,Settat,Chaouia - Ourdigha
SIDI EL AIDI CENTRE,سيدي العايدي,CENTRE SIDI EL AIDI COMMUNE SIDI EL AIDI,مركز سيدي العايدي,0641991089,Settat,Chaouia - Ourdigha
JEDDAT CENTRE,مركزية  الجدات,nouasser COMMUNE SIDI EL AIDI,النواصر سيدي العايدي,0671769366,Settat,Chaouia - Ourdigha
LOURARKA  centre,مركزية  لورارقة,DOUAR LOURARKA COMMUNE SIDI EL AIDI,لورارقة سيدي العايدي,0672225390,Settat,Chaouia - Ourdigha
 BNI YAGRINE centre,مركزية بني يكرين,DOUAR ENAKHLATE COMMUNE BNI YAGRINE,دوار النخلات بني يكرين,0641993793,Settat,Chaouia - Ourdigha
EL KOUCHA CENTRE,مركزية الكوشة,DOUAR EL KOUCHA COMMUNE BNI YAGRINE,الكوشة  بني يكرين,0641993831,Settat,Chaouia - Ourdigha
GUISSER CENTRE, مركزية  كيسر,CENTRE GUISSER COMMUNE GUISSER,مركز كيشر,0523723152,Settat,Chaouia - Ourdigha
LAHMADATE CENTRE,مركزية  الحمادات,DOUAR LAHMADATE COMMUNE GUISSER,الحمادات كيسر,0641990768,Settat,Chaouia - Ourdigha
BIR ESFA CENTRE,مركزية بئر الصفا,DOUAR BIR ESFA GUISSER COMMUNE GUISSER,مركز كيسر,0641993794,Settat,Chaouia - Ourdigha
RIMA CENTRE,ريمة,CENTRE RIMA COMMUNE RIMA,مركز ريمة جماعة ريمة,066945880,Settat,Chaouia - Ourdigha
LEGNAZRA CENTRE,مركزية لكنازرة,DOUAR LEGNAZRA COMMUNE RIMA,الكنازرة ريمة,0641993759,Settat,Chaouia - Ourdigha
LEKHMALCHA CENTRE,مركزية الخمالشة,DOUAR LEKHMALCHA COMMUNE OULAD SGHIR,دوار لخمالشة جماعة اولاد الصغير,0641990771,Settat,Chaouia - Ourdigha
OULAD EL HOUARI CENTRE,مركزية اولاد الهواري,DOUAR OULAD EL HOUARI COMMUNE OULAD SGHIR,دوار اولاد الهواري جماعة اولاد الصغير,0641993769,Settat,Chaouia - Ourdigha
OULED ERRAGHAY CENTRE,مركزية اولاد الرغاي,DOUAR OULED ERRAGHAY COMMUNE OULAD SGHIR,اولاد الرغاي جماعة اولاد  الصغير,011181908,Settat,Chaouia - Ourdigha
TALOUAIT CENTRE,مركزية تالويت,DOUAR TALOUAIT COMMUNE OULAD sghayer,دوار تالويت جماعة اولاد الصغير,0641991542,Settat,Chaouia - Ourdigha
DAR EL CAID ETTOUNSI centre,مركزية دار القايد التونسي,DOUAR DAR EL KAID ETTOUNSI COMMUNE OULAD AFIF,دوار دار القايد التونسي جماعة اولاد عفيف,0641993745,Settat,Chaouia - Ourdigha
MACHRAA BEN ABBOU CENTRE,مركزية مشرع بن عبو,COMMUNE MACHRAA BEN ABBOU,مشرع بن عبو المركز,0673712807,Settat,Chaouia - Ourdigha
OULAD MOUSSA CENTRE,مركزية اولاد موسى,DOUAR OULAD MOUSSA COMMUNE MACHRAA BEN ABBOU,اولاد موسى مشرع بنن عبو,066076314,Settat,Chaouia - Ourdigha
SIDI REHHAL CENTRE,سيدي محمد برحال,khmis  SIDI MOHAMED BEN REHAL,خميس سيدي محمد برحال,023722829,Settat,Chaouia - Ourdigha
OULAD SLIMANE centre,مركزية اولاد سليمان,DOUAR OULAD SLIMANE COMMUNE SIDI MOHAMED BEN REHAL,دوار اولاد سليمان جماعة سيدي محمد بن رحال,0641990954,Settat,Chaouia - Ourdigha
 OULAD SAID BENALI SID LEGHRIB centre,مركزية اولاد سعيد  بن علي سيد لغريب,DR OULAD SAID BALI COMMUNE SIDI MOHAMED BEN REHAL,اولاد سعيد  بن علي سيدي رحال,0672225830,Settat,Chaouia - Ourdigha
TMASSINE CENTRE,مركزية تماسين,DOUAR TMASSINE COMMUNE TOUALET,دوار تماسين  جماعة الثوالث,0661388897,Settat,Chaouia - Ourdigha
OULAD AZZI centre,مركزية اولاد عزي,DOUAR OULAD AZZI COMMUNE TOUALET,دوار اولاد عزي,0661426973,Settat,Chaouia - Ourdigha
TOUALET CENTRE,مركزية التوالت,DOUAR TOUALET COMMUNE TOUALET,مركز التوالت اولاد بوزيري,0661349728,Settat,Chaouia - Ourdigha
MZOURA CENTRE,مزورة,COMMUNE MZOURA,حد مزورة,0661215940,Settat,Chaouia - Ourdigha
BNI YAKHLEF centre,مركزية بني يخلف,DOUAR BNI YAKHLEF COMMUNE MZOURA, دوار بني يخلف جماعة امزورة,0641993796,Settat,Chaouia - Ourdigha
ELHEDDADA CENTRE,مركزية الحدادة,douar el HADDADA  COMMUNE MZOURA oulad said,دوار الحدادة جماعة امزورة اولاد سعيد ,0641990029,Settat,Chaouia - Ourdigha
LEKRAIM CENTRE,مركزية الكرايم,DOUAR LEKRAIM COMMUNE MZOURA,م/م الكرايم جماعة امزورة,0641993760,Settat,Chaouia - Ourdigha
OULAD JMIL CENTRE,مركزية اولاد جميل,DOUAR OULAD JMIL COMMUNE KHMISSET CHAOUIA,اولاد جميل خميسات الشاوية,0641993773,Settat,Chaouia - Ourdigha
EZMAMRA CENTRE,مركزية الزمامرة,EZMAMRA COMMUNE KHMISSET CHAOUIA,"م,م الزمامرة جماعة خميسات الشاوية",0641993749,Settat,Chaouia - Ourdigha
KHMISS GDANA CENTRE,  خميس كدانة,douar elkaria KHMISS GDANA,دوار  القرية  خميس كدانة,0672292115,Settat,Chaouia - Ourdigha
CHERQAOUA CENTRE,مركزيةشرقاوة,DOUAR CHERQAOUA COMMUNE GDANA,شرقاوة كدانة,-  -  -,Settat,Chaouia - Ourdigha
OUED BERSS centre,مركزية  واد برس,DOUAR OUED BERSS COMMUNE GDANA,واد برس   جماعة اكدانة  اولادسعيد,0641990774,Settat,Chaouia - Ourdigha
OULAD HMITTI CENTRE,مركزية اولاد احميتي,DOUAR OULAD HMITTI COMMUNE OULAD SAID,اولاد احميتي جماعة اولاد سعيد,0671806658,Settat,Chaouia - Ourdigha
OULAD ETTAOUTI centre,مركزية اولاد التاوتي,DOUAR OULAD ETTAOUTI COMMUNE OULAD SAID,دوار اولاد التاوتي,0641990757,Settat,Chaouia - Ourdigha
centre  SLAMATE,مركزية السلامات,DOUAR OULAD ATTOU COMMUNE OULAD SAID,دوار السلامات جماعة اولاد سعيد,-  -  -,Settat,Chaouia - Ourdigha
LEHOUAZA CENTRE,مركزية  الحوازة,COMMUNE LEHOUAZA,دوار الحوازة,0672292068,Settat,Chaouia - Ourdigha
OULAD RAHHOU CENTRE,مركزية  اولاد رحو,DOUAR OULAD RAHOU COMMUNE LEHOUAZA,دوار اولاد رحو  جماعة  الحوازة,0641993776,Settat,Chaouia - Ourdigha
ELAAKID AL ALLAM,العقيد العلام,VENUE ALLAL BEN ABDELLAH COMMUNE SIDI KACEM,شارع علال بن عبد الله,0661450484,Sidi Kacem,Gharb - Chrarda - Beni Hssen
BIR INZARANE,بئرانزران,AVENUE ALLAL BEN ABDELLAH COMMUNE SIDI KACEM,شارع علال ابن عبدالله,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AMMAR BEN YASSER,عمار ابن ياسر,AVENUE HASSAN II 18BIS COMMUNE SIDI KACEM,شارع الحسن التاني,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ROKAYA BENT ERRASOUL,رقية بنت الرسول,RUE 38 HAY AL MERS COMMUNE SIDI KACEM,حي لمرس رقم 38,037-59-20-20,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL JOULANE,الجولان,HAY SAHRAOUA COMMUNE SIDI KACEM,حي صحراوة,0661385084,Sidi Kacem,Gharb - Chrarda - Beni Hssen
IBN KHALDOUNE,                    ابــن خــلـــدون,HAY SAHRAOUA COMMUNE SIDI KACEM,                حي صحراوة,0661360838,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ABI BAKR ESSADIK,ابى بكر الصديق,HAY AL KOUCH TARIK MEKNES COMMUNE SIDI KACEM,حى الكوش طريق مكناس,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AZZAOUIA,الزاوية,HAY AZZAOUIA COMMUNE SIDI KACEM,حي الزاوية,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL KASBA,القصبة,HAY AZZAOUIA SIDI KACEM,حي الزاوية,0661489660,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL QODS,القدس,quartier AFKA COMMUNE SIDI KACEM,حي أفكا سيدي قاسم,0661441831,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ANNASR,النصر,HAY ANNASR COMMUNE SIDI KACEM,حي النصر,0661459783,Sidi Kacem,Gharb - Chrarda - Beni Hssen
IBN AL HAITHAM,ابن الهيتم,DOUAR CHLIHAT COMMUNE SIDI KACEM,دوار شليحات,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
MOUSSA IBN NOUSSAIR,موسى بن نصير,HAY AL KOUCH COMMUNE SIDI KACEM,حي القدس  سيدي قاسم,0661384398 ,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ABI HYANETAOUHIDI,ابي حيان التوحيدي,HAY AL ADIR AVENUE IBN ROCHD COMMUNE OUEZZANE,حي العدير شارع ابن رشد,0613185317,Ouezzane,Tanger - Tetouan
ABI MOUSSA AL ACHAARI,أبو موسى الأشعري,TARIK SIDI AHMED BOUHDAN HAY ALKACHRIYINE OUEZZANE,حي القشريين,0613185330,Ouezzane,Tanger - Tetouan
IBN HANIE,ابن هاني,qu agadir route de rabat n 274,حي كادير طريق الرباط رقم 274 ,0613185131,Ouezzane,Tanger - Tetouan
AL MOSSALLA,المصلى,q haddadine COMMUNE OUEZZANE,وزان حي الحدادين,-  -  -,Ouezzane,Tanger - Tetouan
AL IMAM ALI bnou abi talib,الإمام علي بن أبي طالب,AVENUE ABDELKHALEK TORRES quartier laadir,شارع عبدالخالق الطريس   حي العدير,0613185663,Ouezzane,Tanger - Tetouan
MOULAY AL MAHDI AL WAZZANI,مولاي المهدي الوزاني,AVENUE HOMMANE AL FATOUAKI COMMUNE OUEZZANE,شارع حمان الفطواكي, 0671816335 ,Ouezzane,Tanger - Tetouan
AL FAKIH RHOUNI,الفقيه الرهوني,HAY AGADIR AVENUE MOHAMMED V  COMMUNE OUEZZANE,حي أكادير شارع محمد الخامس,0613185214,Ouezzane,Tanger - Tetouan
AL HASSANIA LIL BANINE,الحسنية للبنين,OUEZZANE ,وزان,0613185721,Ouezzane,Tanger - Tetouan
MOHAMED BEN AL HASAN AL OUAZZANI,محمد بن الحسن الوزاني,quartier agadir,حي أكادير,0673695429,Ouezzane,Tanger - Tetouan
SALAH EDINE ELAYOUBI,صلاح الدين الأيوبي,HAY PALESTINE  COMMUNE OUEZZANE,حي فلسطين,0652121151,Ouezzane,Tanger - Tetouan
ecole AL MASSIRA 1,مدرسة المسيرة1,quartier al hadadine,حي الحدادين,0613185752,Ouezzane,Tanger - Tetouan
EL IMAM ELBASRI,الامام البصيري,HAY AL ADIR TARIK FES  COMMUNE OUEZZANE,حي العدير وزان,-  -  -,Ouezzane,Tanger - Tetouan
IBN AL ATHIR,ابن الأثير,AVENUE LALLA MERIEM COMMUNE MECHRA BEL KSIRI,شارع للا مريم,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
RHAZOUAT TABOUK,غزوة تبوك,av med5 COMMUNE BEL KSIRI,شارع محمد الخامس,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
SEBOU,سبو,AVENUE PASTEUR COMMUNE MECHRA BEL KSIRI,شارع باستور,0661410056,Sidi Kacem,Gharb - Chrarda - Beni Hssen
TARIK BNOU ZIAD,طارق بن زياد,ECOLE TARIK IBNOU ZIAD COMMUNE MECHRA BEL KSIRI,مدرسة طارق بن زياد   بلقصيري,0661340474,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ZIN AL ABIDINE,زين العابدين, ZIN AL ABIDINE COMMUNE MECHRA BEL KSIRI,شارع محمد الخامس بلقصيري,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
JAMAL EDDINE AL FGHANI,جمال الدين الافغاني,ECOLE JAMAL EDDINE AL AFGHANI MECHRA BEL KSIRI,حي الليمون مشرع بيلقصيري,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ELJADIDA BELKSIRI,   بلقصيري الجديدة,HAY AL BITATTE COMMUNE MECHRA BEL KSIRI,حي البيطات,0661348415,Sidi Kacem,Gharb - Chrarda - Beni Hssen
EL FATH,الفتح,MECHRA BEL KSIRI,حي الفتح,0661399561,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL JAHID,الجاحظ,CENTRE COMMUNE HAD KOURT,جماعة حد كورت,0671833061,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ACHADLI,الشادلي,HAD KOURT CENTRE,احد كورت,0667446814,Sidi Kacem,Gharb - Chrarda - Beni Hssen
JALAL EDDINE SIOUTI,جلال الدين السيوطي,JORF EL MELHA CENTRE,جرف الملحة,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ALLAL EL FASSI,علال الفاسي,HAY HIT AL AKHAL COMMUNE JORF EL MALHA,حي الكحل,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
HASSAN BNOU THABIT,حسان بن ثابت,BALADIAT DAR GUEDDARI,بلدية دار الكداري,0661384980,Sidi Kacem,Gharb - Chrarda - Beni Hssen
JABAL CHEIKH,جبل الشيخ,DAR GUEDDARI CENTRE,دار الكداري,0661630597,Sidi Kacem,Gharb - Chrarda - Beni Hssen
COOPERATIVE AL FANIA,التعاونية الفنية,COOPERATIVE AL FANIA  COMMUNE BNI OUAL,التعاونية الفنية,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
COOPERATIVE  AL MASOUDIA,التعاونية المسعودية,COOPERATIVE AL MASOUDIA DOUAR AIN LAHJAR,التعاونية المسعودية,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
 EL MAGHRIB AL ARABI,المغرب العربي,DOUAR LAFLALKA COMMUNE BNI OUAL,دوار الفلالقة,0672415814,Sidi Kacem,Gharb - Chrarda - Beni Hssen
LALLA MERIYEME,للا مريم,AIN DFALI CENTRE COMMUNE AIN DFALI,عين الدفالي,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ABDELLAH CHEFCHAOUNI,عبد الله الشفشاوني, cr ain dfali centre,الجماعة القروية لعين الدفالي المركز,0672433889,Sidi Kacem,Gharb - Chrarda - Beni Hssen
kacem amine,قاسم أمين,DOUAR SOUISSATE   COMMUNE AIN DFALI,دوار السوسات,0672432273,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AICHA OUM ALMOUEMININ,عائشة أم المؤمنين,DOUAR LAHJAFNA  COMMUNE AIN DFALI,دوار الهجافنة,0672415902,Sidi Kacem,Gharb - Chrarda - Beni Hssen
OULAD KTIR,اولاد كثير,DOUAR OULAD KTIR  COMMUNE AIN DFALI, اولاد كثير,0672415815,Sidi Kacem,Gharb - Chrarda - Beni Hssen
TAAOUNIA  AL FADILIA,التعاونية الفاضلية,TAAOUNIA  AL FADILIA COMMUNE AIN DFALI,التعاونية الفاضلية جماعة عين الدفالي,0672415960,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AIN CHAMIA,عين الشامية,DOUAR AIN CHAMIA COMMUNE AIN DFALI,دوار عين الشامية,0672415906,Sidi Kacem,Gharb - Chrarda - Beni Hssen
TABIT BNOU KORRA,تابت ابن قرة,DOUAR LAMARIF SADRA COMMUNE MOULAY ABDELKADER,دوار لمعاريف السدرة,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
OULAD MILOUD,اولاد  ميلود,DOUAR OULAD MILOUD,دوار اولاد ميلود,0671833161,Sidi Kacem,Gharb - Chrarda - Beni Hssen
INBIAT,الا نبعات,DOUAR TRIAAT COMMUNE MOULAY ABDELKADER,دوار التريعات,0671833164,Sidi Kacem,Gharb - Chrarda - Beni Hssen
LMARKAZ LFILAHI,المركز الفلاحي,DOUAR OULAD HAMMAD COMMUNE SIDI AZZOUZ,دوار اولاد حماد,0671833204,Sidi Kacem,Gharb - Chrarda - Beni Hssen
LAMNAIRA,المنايرة,DOUAR LAMNAIRA COMMUNE SIDI AZZOUZ,دوار المنايرة,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
LMAHATA,المحطة,DOUAR LMAHATA AAZIB CHERRADI COMMUNE SIDI AZZOUZ,دوار المحطة,0671833207,Sidi Kacem,Gharb - Chrarda - Beni Hssen
  AL BAYRONI,البيروني,DOUAR LHADDADA  COMMUNE SIDI AZZOUZ,دوار الحدادة,0671833203,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ANAS BNOU MALEK,أنس بن مالك,DOUAR JAAOUNA ROUA COMMUNE SIDI AHMED BENAISSA,دوار الجعاونة,0671833829,Sidi Kacem,Gharb - Chrarda - Beni Hssen
IBN ALBANAe,ابن البناء,DOUAR OULAD BOUBKER  COMMUNE SIDI AHMED BENAISSA,دوار أولاد بو بكر,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ZoHaIR IBN ABI SALMA,زهير بن أبي سلمى,DOUAR ZHIR BOUCHEFANE COMMUNE SIDI AHMED BENAISSA,دوار زهير بوشفان,0671833250,Sidi Kacem,Gharb - Chrarda - Beni Hssen
HALIMA ALSSAIDIA,حليمة السعدية,DOUAR SIDI AMEUR ELHADI COMMUNE SIDI AMEUR ALHADI,دوار سيدي عمر الحاضي,0671833209,Sidi Kacem,Gharb - Chrarda - Beni Hssen
MOHAMMED IBN ABDELLAH,محمد بن عبدالله,DOUAR LAMAIZYENE,دوار المعيزيين,0671833225,Sidi Kacem,Gharb - Chrarda - Beni Hssen
 ZOGARA, زكارة,DOUAR AIN FARROUJ ZOGARA COMMUNE SIDI AMEUR ALHADI,دوار عين فروج زكارة,-  -  -,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL AKKAD,العقاد,DOUAR OULAD ABDELLAH  COMMUNE LAMRIBIH,دوار اولاد عبد الله,0671833257,Sidi Kacem,Gharb - Chrarda - Beni Hssen
