Nom Etablissement,Adresse,Ville,Téléphone,FAX,EMAIL,Nature,Cycle d'enseignement,Région,Province,Commune
ANNAKHIL,AVENU HASSAN 2 TATA,Tata,028-80-23-67,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tata (M)
EL JADIDA,BD MOHAMED V CENTRE TATA,TATA,028-80-23-60,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tata (M)
IBNOU SINA,EL KASBA  CENTRE TATA,Tata,661463371,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tata (M)
EL KALAA,AKKA  CENTRE   TATA,Tata,0528-80-80-09,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Akka (M)
FOUM ZGUID,CENTRE FOUM ZGUID   TATA,Tata,661643031,-  -  -,ecolefoumzgui@yahoo.fr,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Foum Zguid (M)
ADISS,DOUAR  ADISS   TATA,Tata,,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Adis
ABOU BAKR ESSIDDIK,CENTRE BOULAOUARE COMMUNE BOULANOUARE,COMMUNE BOULANOUARE,023-57-73-44,-  -  -,AHMEDOUMA54@GMAIL.COM,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Chaouia - Ourdigha,Khouribga,Boulanouare
AGADIR LEHNA,DOUAR  AGADIR LEHNA  TATA,Tata,028-80-24-94,-  -  -,ecoleagdr56@hotmail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tata (M)
AGOUJGAL,DOUAR AGOUJGAL  TATA,Tata,661461767,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tata (M)
S/S AGADIR OUZROU,DOUAR AGADIR OUZROU  AKKA  TATA,akka,661642251,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Akka (M)
IBRAHIM TAMANARTI,CENTRE FOUM EL HISNE  TATA,fam el hisn,528803401,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Fam El Hisn (M)
ICHTE,DOUaR ICHT  FaM EL HISN TATA,Tata,061-46-22-63,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Fam El Hisn (M)
IMI OUGADIR,DOUAR IMI OUGADIR FaM EL HISN  TATA,faM elhisn,661462273,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Fam El Hisn (M)
LAMHAMIDE,DOUAR LAMHAMIDE  FOUM ZGUID  TATA,Tata,065-89-18-97,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Foum Zguid (M)
SMIRA,DOUAR  SMIRA  FOUM ZGUID   TATA,Tata,061-46-29-85,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Foum Zguid (M)
IRIKI,DOUAR BOUGUIR  FOUM ZGUID    TATA,Tata,065-89-18-84,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Foum Zguid (M)
AIT OUABELLI,DOUAR  AIT OUABELLI  AKKA   TATA,Tata,661467158,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Ait Ouabelli
SIDI ABDALLAH BEN M BAREK,DOUAR TAOURIRT AKKA  TATA,Tata,061 46 35 22,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Kasbat Sidi Abdellah Ben M'Bar
TAMDOULTE,DOUAR  ZAOUIA  AKKA   TATA,Tata,061-46-35-29,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Kasbat Sidi Abdellah Ben M'Bar
TOUZOUNINE,DOUAR TOUZOUNINE AKKA   TATA,Tata,061-46-71-54,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tizounine
AGUERDE,DOUAR AGUIRDE TAMANARTE  TATA,Tata,0661-46-22-53,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tamanarte
AIT ALI,DOUAR AIT ALI TAMANARTE  TATA,Tata,661460527,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tamanarte
IGHIR OUGHNAINE,DOUAR IGHIR OUGHNAINE TAMANARTE  TATA,Tata,0661-46-43-38,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tamanarte
EL KASBA,DOUAR EL KASBA  TAMANARTE  TATA,Tata,061-46-43-32,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tamanarte
SMOUGUENE,DOUAR SMOUGUENE TAMANARTE  TATA,Tata,061-46-35-32,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tamanarte
OUM EL GUERDAN,OUM EL GUERDAN  TATA,Tata,661-46-22-38,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Oum El Guerdane
TOURSOULTE,DOUAR TOURSOULTE  TATA,Tata,61462972,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Oum El Guerdane
EL OUAHATE,DOUAR TOUG RIH   TATA,Tata,61462234,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Adis
DARAA,DOUAR TIGUANE   TATA,Tata,061-46-22-37,-  -  -,ouiazanebra64@gmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Adis
IMITEK,DOUAR IMITEK,Tata,661463517,-  -  -,ali_imitk@live.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tigzmerte
TIGZMIRTE,DOUAR  TIGZMIRTE   TATA,Tata,065-89-18-88,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tigzmerte
AIT YASSINE,DOUAR AIT YASSINE COMMUNE TIGZMERTE,Tata,061-46 29 70,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tigzmerte
TAGMOUT,TAGMOUT   TATA,Tata,061-46-22-35,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tagmout
AGADIR EL JADID,DOUAR AGADIR  TAGMOUT  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tagmout
TIZGUI,DOUAR TIZGUI ISSAFEN  TATA,Tata,661462241,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tizaghte
ANTLA OUNGAREF,DOUDRAR ISSAFEN  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tizaghte
AIT HAROUN,DOUAR TIWAYOUR ISSAFEN  TATA,Tata,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tizaghte
TIGHMERTE,DOUAR TIGHMERTE ISSAFEN  TATA,Tata,661462243,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tizaghte
s/s ABI INAN EL MARINI,CENTRE ISSAFEN  TATA,Tata,61464329,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Issafen
IDAOUTINSTE,DOUAR IDAOUTINSTE  ISSAFEN  TATA,Tata,061-46 64 89,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Issafen
TIZZA,DOUAR TIZZA ISSAFEN  TATA,TATA,661467149,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Issafen
AGUINANE,DOUAR AGUINANE  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Aguinane
ARFALEN,DOUAR ARFALEN AGUINANE  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Aguinane
EL AINE,DOUAR EL AINE AGUINANE  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Aguinane
IBN YACOUB,DOUAR IMI NTATELTE  TATA,Tata,661464339,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Ibn Yacoub
AKKAIGHANE,DOUAR AKKAIGHANE  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Akka Ighane
OULAD ALI,OULAD ALI AKKAIGHANE  TATA,Tata,661462257,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Akka Ighane
LAGSOUR,LAGSOUR  AKKAIGHANE  TATA,Tata,0661-46-05-28,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Akka Ighane
AKKAIGUIRNE,AKKAIGUERN,Tata,61462258,-  -  -,....,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Akka Ighane
TLITE,DOUAR TLITE FOUM ZGUID  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tlite
AMTZGUINE,DOUAR AMTZGUINE  FOUM ZGUID  TATA,fum zguid,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tlite
NSOULA,OUAR NSOULA FOUM ZGUID  TATA,Tata,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tlite
ALLOUGOUME,ALLOUGOUME  FOUM ZGUID  TATA,Tata,061-46-29-86,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Allougoum
ILIGH,DOUAR  ILIGH  FOUM ZGUID TATA,Tata,0661-46-29-89,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Allougoum
LAKHRAIOUIA,DOUAR LAKHRaOUIA FOUM ZGUID  TATA,Tata,661462988,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Allougoum
ASSEMLILE,DOUAR ASSEMLILE COMMUNE ALLOUGOUM FOUM ZGUID,Tata,061-46-35-23,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Allougoum
AL ATIQ,TISSINT  TATA,Tata,061-46-35-96,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tissint
EL FAIJA,DOUAR EL KASBAT TISSINT  TATA,Tata,061-46-29-95,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tissint
ZAOUIA,DOUAR ZAOUIA TISSINT  TATA,Tata,061-46-05-29,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tissint
AIT OUIRANE,DOUAR AIT OUIRANE TISSINT TATA,Tata,061-46-29-91,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tissint
TANZIDA,DOUAR TANZIDA TISSINT  TATA,Tata,061-46-43-72,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Guelmim - Es-smara,Tata,Tissint
MOUKHTAR SOUSSI,16 BD  HASSAN II    TATA,Tata,0528-80-20-09,-  -  -,larbi.ouakrim@taalim.ma,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Guelmim - Es-smara,Tata,Tata (M)
